label,message
safe,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
safe,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
safe,I had askd u a question some hours before. Its answer
safe,I want to lick your pussy now...
safe,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
phishing,Unifi bil overdue bayar di unifi-bill.site
safe,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
safe,Hello! Good week? Fancy a drink or something later?
safe,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
safe,Didn't you get hep b immunisation in nigeria.
suspicious,Anda ada transaksi luar biasa
phishing,Anda terpilih hadiah sekolah klik hadiah-sekolah.site
safe,did u get that message
safe,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
phishing,Touch n Go: Wallet suspended. Verify identity now: http://tng-wallet-verify.xyz
safe,Ok enjoy . R u there in home.
safe,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\"""""
suspicious,Akaun akan ditutup jika lewat
safe,K.k.how is your business now?
safe,Enjoy urself tmr...
safe,My sister cleared two round in birla soft yesterday.
safe,I have to take exam with march 3
safe,That depends. How would you like to be treated? :)
safe,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
safe,Dear are you angry i was busy dear
phishing,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
safe,No. Did you multimedia message them or e-mail?
phishing,Valentines Day Special! Win over ?1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
safe,K k :-):-) then watch some films.
safe,Parents ingatkan anak siapkan projek seni
phishing,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app
suspicious,Urgent verify now
phishing,Valentines Day Special! Win over ?1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
safe,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
safe,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
safe,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
safe,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m..."
safe,Nvm take ur time.
safe,Match started.india  &lt;#&gt;  for 2
phishing,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
safe,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
safe,Ok cool. See ya then.
safe,"Awesome, that gonna be soon or later tonight?"
safe,U sure u can't take any sick time?
safe,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
safe,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
safe,"G says you never answer your texts, confirm/deny"
phishing,"URGENT!! Your 4* Costa Del Sol Holiday or ?5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost?1.50/pm, Max10mins"
safe,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
safe,Aaooooright are you at work?
safe,I think i've fixed it can you send a test message?
safe,I'm good. Have you registered to vote?
safe,Sent me ur email id soon
safe,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
safe,You got job in wipro:)you will get every thing in life in 2 or 3 years.
safe,I doubt you could handle 5 times per night in any case...
safe,Well boy am I glad G wasted all night at applebees for nothing
safe,The new deus ex game comin early next yr
safe,We're finally ready fyi
phishing,Password expire update at password-update.xyz
safe,Yeah no probs - last night is obviously catching up with you... Speak soon
safe,Have you got Xmas radio times. If not i will get it now
safe,"Yeah, we can probably swing by once my roommate finishes up with his girl"
safe,You see the requirements please
safe,Hey do you want anything to buy:)
safe,Sindu got job in birla soft ..
safe,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
safe,She's fine. Sends her greetings
safe,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
safe,Oh ok.. Wat's ur email?
safe,Thanks for ve lovely wisheds. You rock
safe,Jika ada pertanyaan boleh PM cikgu ya
safe,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
phishing,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg ?1.50"
safe,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
safe,She's good. How are you. Where r u working now
safe,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
safe,Lol for real. She told my dad I have cancer
safe,"K, want us to come by now?"
safe,Now am free call me pa.
phishing,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
safe,Dear we got  &lt;#&gt;  dollars hi hi
safe,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
safe,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
phishing,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
safe,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
safe,Nope thats fine. I might have a nap tho!
safe,"Yeah, that's fine! It's ?6 to get in, is that ok?"
safe,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
safe,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
safe,Oh k :)why you got job then whats up?
safe,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
safe,Finish liao... U?
safe,U can call me now...
safe,Hey anyway i have to :-)
phishing,PDRM: Traffic saman discount 50% today only. Check and pay now: http://mybayar-discount.click
safe,When you are big..| God will bring success.
safe,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
safe,Is she replying. Has boye changed his phone number
safe,10 min later k...
safe,"Carlos took a while (again), we leave in a minute"
phishing,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
safe,Yeah I'll try to scrounge something up
safe,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
safe,Que pases un buen tiempo or something like that
safe,Tomarrow final hearing on my laptop case so i cant.
safe,"I'm in solihull, | do you want anything?"
safe,No. But we'll do medical missions to nigeria
safe,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
safe,Wherre's my boytoy ? :-(
safe,:)
safe,Double eviction this week - Spiral and Michael and good riddance to them!
safe,What time should I tell my friend to be around?
safe,DO U WANT 2 MEET UP 2MORRO
safe,Hi my email address has changed now it is
safe,Genius what's up. How your brother. Pls send his number to my skype.
safe,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
safe,You intrepid duo you! Have a great time and see you both soon.
safe,"Cool, what time you think you can get here?"
safe,No go. No openings for that room 'til after thanksgiving without an upcharge.
safe,"Just sent again. Do you scream and moan in bed, princess?"
phishing,Daftar STR segera klik str-register.site
safe,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
safe,Dear umma she called me now :-)
safe,Hi its in durban are you still on this number
safe,Hi. I'm always online on yahoo and would like to chat with you someday
safe,\YEH I AM DEF UP4 SOMETHING SAT
safe,Were gonna go get some tacos
safe,S but not able to sleep.
phishing,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 ?3/wk"
safe,"Since when, which side, any fever, any vomitin."
safe,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
safe,They r giving a second chance to rahul dengra.
phishing,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
